energy 	 mean 	 psig1 	 nsig1 	 psig2 	 nsig2 
108 	 4.099447991391679 	 4.132975643626792 	 4.065920339156565 	 4.2000309480970195 	 3.9988650346863372 
109 	 4.101817529296581 	 4.135330486788948 	 4.068304571804214 	 4.202356401773683 	 4.00127865681948 
110 	 4.104112117263453 	 4.137577979819263 	 4.0706462547076425 	 4.204509704930885 	 4.003714529596021 
111 	 4.1062402019716275 	 4.139644823323032 	 4.072835580620223 	 4.206454066025841 	 4.006026337917414 
112 	 4.10836943767488 	 4.141738277269189 	 4.075000598080571 	 4.208475956457806 	 4.008262918891954 
113 	 4.110295508132398 	 4.143554453738431 	 4.077036562526366 	 4.210072344950497 	 4.0105186713142995 
114 	 4.11235378526074 	 4.145520367730338 	 4.079187202791141 	 4.211853532669534 	 4.0128540378519455 
115 	 4.114625060662524 	 4.14780386438672 	 4.081446256938328 	 4.214161471835112 	 4.015088649489936 
116 	 4.116668165953006 	 4.149753087932865 	 4.0835832439731465 	 4.215922931892583 	 4.017413400013429 
117 	 4.118739069541953 	 4.1518138267499864 	 4.08566431233392 	 4.217963341166052 	 4.0195147979178545 
118 	 4.1208067759484335 	 4.153867584830318 	 4.087745967066549 	 4.219989202594087 	 4.02162434930278 
119 	 4.122784992265908 	 4.155817868885457 	 4.089752115646359 	 4.221883622124555 	 4.023686362407261 
