energy rate negative_error possitive_error
5.32 0.0 0.0 0.0
5.34 0.0 0.0 0.0
5.36 0.0 0.0 0.0
5.38 0.0 0.0 0.0
5.4 0.0 0.0 0.0
5.42 0.0 0.0 0.0
5.44 0.0 0.0 0.0
5.46 0.0 0.0 0.0
5.48 0.0 0.0 0.0
5.5 0.0 0.0 0.0
5.5200000000000005 0.0 0.0 0.0
5.54 0.0 0.0 0.0
5.5600000000000005 0.0 0.0 0.0
5.58 0.0 0.0 0.0
5.6000000000000005 0.0 0.0 0.0
5.62 0.0 0.0 0.0
5.64 0.0 0.0 0.0
5.66 0.0 0.0 0.0
5.68 0.0 0.0 0.0
5.7 0.0 0.0 0.0
5.72 0.0 0.0 0.0
5.74 0.0 0.0 0.0
5.76 0.0 0.0 0.0
5.78 0.0 0.0 0.0
5.8 0.0 0.0 0.0
5.82 0.0 0.0 0.0
5.84 0.0 0.0 0.0
5.86 0.0 0.0 0.0
5.88 0.0 0.0 0.0
5.9 0.0 0.0 0.0
5.92 0.0 0.0 0.0
5.94 0.0 0.0 0.0
5.96 0.0 0.0 0.0
5.98 0.0 0.0 0.0
6.0 0.0 0.0 0.0
6.0200000000000005 0.0 0.0 0.0
6.04 0.0 0.0 0.0
6.0600000000000005 0.0 0.0 0.0
6.08 0.0 0.0 0.0
6.1000000000000005 0.0 0.0 0.0
6.12 0.0 0.0 0.0
6.140000000000001 0.0 0.0 0.0
6.16 0.0 0.0 0.0
6.18 0.0 0.0 0.0
6.2 0.0 0.0 0.0
6.22 0.0 0.0 0.0
6.24 0.0 0.0 0.0
6.26 0.0 0.0 0.0
6.28 0.0 0.0 0.0
6.3 0.0 0.0 0.0
6.32 0.0 0.0 0.0
6.34 0.0 0.0 0.0
6.36 0.0 0.0 0.0
6.38 0.0 0.0 0.0
6.4 0.0 0.0 0.0
6.42 0.0 0.0 0.0
6.44 0.0 0.0 0.0
6.46 0.0 0.0 0.0
6.48 0.0 0.0 0.0
6.5 0.0 0.0 0.0
6.5200000000000005 0.0 0.0 0.0
6.54 0.0 0.0 0.0
6.5600000000000005 0.0 0.0 0.0
6.58 0.0 0.0 0.0
6.6000000000000005 0.0 0.0 0.0
6.62 0.0 0.0 0.0
6.640000000000001 0.0 0.0 0.0
6.66 0.0 0.0 0.0
6.68 0.0 0.0 0.0
6.7 0.0 0.0 0.0
6.72 0.0 0.0 0.0
6.74 0.0 0.0 0.0
6.76 0.0 0.0 0.0
6.78 0.0 0.0 0.0
6.8 0.0 0.0 0.0
6.82 0.0 0.0 0.0
6.84 0.0 0.0 0.0
6.86 0.0 0.0 0.0
6.88 0.0 0.0 0.0
6.9 0.0 0.0 0.0
6.92 0.0 0.0 0.0
6.94 0.0 0.0 0.0
6.96 0.0 0.0 0.0
6.98 0.0 0.0 0.0
7.0 0.0 0.0 0.0
7.0200000000000005 0.0 0.0 0.0
7.04 0.0 0.0 0.0
7.0600000000000005 0.0 0.0 0.0
7.08 0.0 0.0 0.0
7.1000000000000005 0.0 0.0 0.0
7.12 0.0 0.0 0.0
7.140000000000001 0.0 0.0 0.0
7.16 0.0 0.0 0.0
7.18 0.0 0.0 0.0
7.2 0.0 0.0 0.0
7.22 0.0 0.0 0.0
7.24 0.0 0.0 0.0
7.26 0.0 0.0 0.0
7.28 0.0 0.0 0.0
7.3 0.0 0.0 0.0
7.32 0.0 0.0 0.0
7.34 0.0 0.0 0.0
7.36 0.0 0.0 0.0
7.38 0.0 0.0 0.0
7.4 0.0 0.0 0.0
7.42 0.0 0.0 0.0
7.44 0.0 0.0 0.0
7.46 0.0 0.0 0.0
7.48 0.0 0.0 0.0
7.5 0.0 0.0 0.0
7.5200000000000005 0.0 0.0 0.0
7.54 0.0 0.0 0.0
7.5600000000000005 0.0 0.0 0.0
7.58 0.0 0.0 0.0
7.6000000000000005 0.0 0.0 0.0
7.62 0.0 0.0 0.0
7.640000000000001 0.0 0.0 0.0
7.66 0.0 0.0 0.0
7.68 0.0 0.0 0.0
7.7 0.0 0.0 0.0
7.72 0.0 0.0 0.0
7.74 0.0 0.0 0.0
7.76 0.0 0.0 0.0
7.78 0.0 0.0 0.0
7.8 0.0 0.0 0.0
7.82 0.0 0.0 0.0
7.84 0.0 0.0 0.0
7.86 0.0 0.0 0.0
7.88 0.0 0.0 0.0
7.9 0.0 0.0 0.0
7.92 0.0 0.0 0.0
7.94 0.0 0.0 0.0
7.96 0.0 0.0 0.0
7.98 0.0 0.0 0.0
8.0 0.0 0.0 0.0
8.02 0.0 0.0 0.0
8.040000000000001 0.0 0.0 0.0
8.06 0.0 0.0 0.0
8.08 0.0 0.0 0.0
8.1 0.0 0.0 0.0
8.120000000000001 0.0 0.0 0.0
8.14 0.0 0.0 0.0
8.16 0.0 0.0 0.0
8.18 0.0 0.0 0.0
8.2 0.0 0.0 0.0
8.22 0.0 0.0 0.0
8.24 0.0 0.0 0.0
8.26 0.0 0.0 0.0
8.28 0.0 0.0 0.0
8.3 0.0 0.0 0.0
8.32 0.0 0.0 0.0
8.34 0.0 0.0 0.0
8.36 0.0 0.0 0.0
8.38 0.0 0.0 0.0
8.4 0.0 0.0 0.0
8.42 0.0 0.0 0.0
8.44 0.0 0.0 0.0
8.46 0.0 0.0 0.0
8.48 0.0 0.0 0.0
8.5 0.0 0.0 0.0
8.52 0.0 0.0 0.0
8.540000000000001 0.0 0.0 0.0
8.56 0.0 0.0 0.0
8.58 0.0 0.0 0.0
8.6 0.0 0.0 0.0
8.620000000000001 0.0 0.0 0.0
8.64 0.0 0.0 0.0
8.66 0.0 0.0 0.0
8.68 0.0 0.0 0.0
8.700000000000001 0.0 0.0 0.0
8.72 0.0 0.0 0.0
8.74 0.0 0.0 0.0
8.76 0.0 0.0 0.0
8.78 0.0 0.0 0.0
8.8 0.0 0.0 0.0
8.82 0.0 0.0 0.0
8.84 0.0 0.0 0.0
8.86 0.0 0.0 0.0
8.88 0.0 0.0 0.0
8.9 0.0 0.0 0.0
8.92 0.0 0.0 0.0
8.94 0.0 0.0 0.0
8.96 0.0 0.0 0.0
8.98 0.0 0.0 0.0
9.0 0.0 0.0 0.0
9.02 0.0 0.0 0.0
9.040000000000001 0.0 0.0 0.0
9.06 0.0 0.0 0.0
9.08 0.0 0.0 0.0
9.1 0.0 0.0 0.0
9.120000000000001 0.0 0.0 0.0
9.14 0.0 0.0 0.0
9.16 0.0 0.0 0.0
9.18 0.0 0.0 0.0
9.200000000000001 0.0 0.0 0.0
9.22 0.0 0.0 0.0
9.24 0.0 0.0 0.0
9.26 0.0 0.0 0.0
9.28 0.0 0.0 0.0
9.3 0.0 0.0 0.0
9.32 0.0 0.0 0.0
9.34 0.0 0.0 0.0
9.36 0.0 0.0 0.0
9.38 0.0 0.0 0.0
9.4 0.0 0.0 0.0
9.42 0.0 0.0 0.0
9.44 0.0 0.0 0.0
9.46 0.0 0.0 0.0
9.48 0.0 0.0 0.0
9.5 0.0 0.0 0.0
9.52 0.0 0.0 0.0
9.540000000000001 0.0 0.0 0.0
9.56 0.0 0.0 0.0
9.58 0.0 0.0 0.0
9.6 0.0 0.0 0.0
9.620000000000001 0.0 0.0 0.0
9.64 0.0 0.0 0.0
9.66 0.0 0.0 0.0
9.68 0.0 0.0 0.0
9.700000000000001 0.0 0.0 0.0
9.72 0.0 0.0 0.0
9.74 0.0 0.0 0.0
9.76 0.0 0.0 0.0
9.78 0.0 0.0 0.0
9.8 0.0 0.0 0.0
9.82 0.0 0.0 0.0
9.84 0.0 0.0 0.0
9.86 0.0 0.0 0.0
9.88 0.0 0.0 0.0
9.9 0.0 0.0 0.0
9.92 0.0 0.0 0.0
9.94 0.0 0.0 0.0
9.96 0.0 0.0 0.0
9.98 0.0 0.0 0.0
10.0 0.0 0.0 0.0
