centre 	 rate 
307.5 	 0.018976377323269844 
312.5 	 0.01767716556787491 
317.5 	 0.015472440980374813 
322.5 	 0.015551181510090828 
327.5 	 0.013897637836635113 
332.5 	 0.012086614966392517 
337.5 	 0.011259842664003372 
342.5 	 0.010629921220242977 
347.5 	 0.008897637948393822 
352.5 	 0.009842519648373127 
357.5 	 0.008622047491371632 
362.5 	 0.008425196632742882 
367.5 	 0.008110236376523972 
372.5 	 0.007519685197621584 
377.5 	 0.007913385517895222 
382.5 	 0.0073622046038508415 
387.5 	 0.0075984252616763115 
392.5 	 0.0066141728311777115 
397.5 	 0.006732283625751734 
402.5 	 0.0068503934890031815 
407.5 	 0.0071259839460253716 
412.5 	 0.006220472510904074 
417.5 	 0.0067322831600904465 
422.5 	 0.005826771724969149 
427.5 	 0.0068503934890031815 
432.5 	 0.006653543561697006 
437.5 	 0.006141732446849346 
442.5 	 0.006456692703068256 
447.5 	 0.007007874082773924 
452.5 	 0.006102362181991339 
457.5 	 0.006771653890609741 
462.5 	 0.006377952639013529 
467.5 	 0.006259842775762081 
472.5 	 0.007401574868708849 
477.5 	 0.005275590345263481 
482.5 	 0.005629921332001686 
487.5 	 0.005944881588220596 
492.5 	 0.005629921332001686 
497.5 	 0.005511811003088951 
502.5 	 0.005196850281208754 
507.5 	 0.006062991917133331 
512.5 	 0.005472441203892231 
517.5 	 0.004606299102306366 
522.5 	 0.005590551067143679 
527.5 	 0.004448818974196911 
532.5 	 0.0046850391663610935 
537.5 	 0.003897637827321887 
542.5 	 0.0038582677952945232 
547.5 	 0.003228346351534128 
552.5 	 0.003503937041386962 
557.5 	 0.002834645565599203 
562.5 	 0.002440944779664278 
567.5 	 0.0019291338976472616 
572.5 	 0.0018503937171772122 
577.5 	 0.0014173227827996016 
582.5 	 0.0015354331117123365 
587.5 	 0.0009055117843672633 
592.5 	 0.0011417323257774115 
597.5 	 0.0010236219968646765 
602.5 	 0.0007086613913998008 
607.5 	 0.0005511810886673629 
612.5 	 0.00043307087616994977 
617.5 	 0.0003543306956999004 
622.5 	 0.00011811024160124362 
627.5 	 0.00023622048320248723 
632.5 	 0.00015748031728435308 
637.5 	 0.00023622048320248723 
642.5 	 0.00011811024160124362 
647.5 	 7.874015864217654e-05 
652.5 	 3.937007932108827e-05 
657.5 	 0.0 
662.5 	 3.937007932108827e-05 
667.5 	 0.00015748031728435308 
672.5 	 0.0 
677.5 	 0.0 
682.5 	 0.0 
687.5 	 0.0 
692.5 	 0.0 
697.5 	 0.0 
702.5 	 0.0 
707.5 	 0.0 
712.5 	 0.0 
717.5 	 0.0 
722.5 	 0.0 
727.5 	 0.0 
732.5 	 0.0 
737.5 	 0.0 
742.5 	 0.0 
747.5 	 0.0 
752.5 	 0.0 
757.5 	 0.0 
762.5 	 0.0 
767.5 	 0.0 
772.5 	 0.0 
777.5 	 0.0 
782.5 	 0.0 
787.5 	 0.0 
792.5 	 0.0 
797.5 	 0.0 
802.5 	 0.0 
807.5 	 0.0 
812.5 	 0.0 
817.5 	 0.0 
822.5 	 0.0 
827.5 	 0.0 
832.5 	 0.0 
837.5 	 0.0 
842.5 	 0.0 
847.5 	 0.0 
852.5 	 0.0 
857.5 	 0.0 
862.5 	 0.0 
867.5 	 0.0 
872.5 	 0.0 
877.5 	 0.0 
882.5 	 0.0 
887.5 	 0.0 
892.5 	 0.0 
897.5 	 0.0 
902.5 	 0.0 
907.5 	 0.0 
912.5 	 0.0 
917.5 	 0.0 
922.5 	 0.0 
927.5 	 0.0 
932.5 	 0.0 
937.5 	 0.0 
942.5 	 0.0 
947.5 	 0.0 
952.5 	 0.0 
957.5 	 0.0 
962.5 	 0.0 
967.5 	 0.0 
972.5 	 0.0 
977.5 	 0.0 
982.5 	 0.0 
987.5 	 0.0 
992.5 	 0.0 
997.5 	 0.0 
1002.5 	 0.0 
1007.5 	 0.0 
1012.5 	 0.0 
1017.5 	 0.0 
1022.5 	 0.0 
1027.5 	 0.0 
1032.5 	 0.0 
1037.5 	 0.0 
1042.5 	 0.0 
1047.5 	 0.0 
1052.5 	 0.0 
1057.5 	 0.0 
1062.5 	 0.0 
1067.5 	 0.0 
1072.5 	 0.0 
1077.5 	 0.0 
1082.5 	 0.0 
1087.5 	 0.0 
1092.5 	 0.0 
1097.5 	 0.0 
