pulsearea rate x_error y_error
310.0 0.028398044407367706 2.5 0.168517193209974
315.0 0.027357187122106552 2.5 0.16540008198941908
320.0 0.024460135027766228 2.5 0.15639736259849854
325.0 0.023349888622760773 2.5 0.1528067034614672
330.0 0.022418899461627007 2.5 0.14972942082846313
335.0 0.02194473147392273 2.5 0.14813754241893826
340.0 0.020898092538118362 2.5 0.1445617257026159
345.0 0.01958545669913292 2.5 0.13994805000118052
350.0 0.018631337210536003 2.5 0.13649665640789888
355.0 0.017336048185825348 2.5 0.13166642770966844
360.0 0.015445158816874027 2.5 0.12427855332628404
365.0 0.013513791374862194 2.5 0.11624883386452611
370.0 0.012010331265628338 2.5 0.10959165691615552
375.0 0.011015734635293484 2.5 0.10495586994205462
380.0 0.009136409498751163 2.5 0.09558456726245698
385.0 0.008621764369308949 2.5 0.09285345642090524
390.0 0.007494169287383556 2.5 0.08656887019814662
395.0 0.006985305808484554 2.5 0.08357814193007974
400.0 0.006112142466008663 2.5 0.07818019228684887
405.0 0.00591553607955575 2.5 0.07691252225454416
410.0 0.005643757060170174 2.5 0.0751249429961193
415.0 0.005528106354176998 2.5 0.07435123639978691
420.0 0.005551236215978861 2.5 0.07450661860518742
425.0 0.004996112547814846 2.5 0.07068318433556064
430.0 0.005204284097999334 2.5 0.07214072426860806
435.0 0.005105981137603521 2.5 0.0714561483541026
440.0 0.004938287194818258 2.5 0.07027294781648383
445.0 0.0050134602934122086 2.5 0.0708057927955913
450.0 0.004678073339164257 2.5 0.06839644244523437
455.0 0.004521944560110569 2.5 0.06724540549443188
460.0 0.004493032116442919 2.5 0.06703008366728269
465.0 0.004377381410449743 2.5 0.06616178209850263
470.0 0.004631812684237957 2.5 0.06805742196291274
475.0 0.004354251082986593 2.5 0.06598674929852655
480.0 0.003926343284547329 2.5 0.06266054009141103
485.0 0.003995733801275492 2.5 0.06321181694331758
490.0 0.00418077502399683 2.5 0.06465891295093686
495.0 0.0039436910301446915 2.5 0.06279881392307256
500.0 0.0041634272783994675 2.5 0.06452462536427056
505.0 0.004036211408674717 2.5 0.0635311845370029
510.0 0.003978386055678129 2.5 0.06307444851663889
515.0 0.003804909996688366 2.5 0.061683952505399375
520.0 0.0037413020618259907 2.5 0.06116618397305811
525.0 0.003712389385327697 2.5 0.06092938031301235
530.0 0.003550478257238865 2.5 0.05958588974949409
535.0 0.003249786328524351 2.5 0.0570068972013418
540.0 0.003053179942071438 2.5 0.05525558742852561
545.0 0.0027871832717210054 2.5 0.05279378061591162
550.0 0.002821878530085087 2.5 0.053121356628808784
555.0 0.0025327515322715044 2.5 0.05032644962911157
560.0 0.00205280096270144 2.5 0.04530784659086591
565.0 0.001821499434299767 2.5 0.042679028038367595
570.0 0.0015728502767160535 2.5 0.039659176450300294
575.0 0.0013878090539947152 2.5 0.03725330930259371
580.0 0.0011796377366408706 2.5 0.03434585472281729
585.0 0.001133377430960536 2.5 0.033665671402194494
590.0 0.000930988579057157 2.5 0.03051210545106904
595.0 0.0006939045269973576 2.5 0.026342067629503908
600.0 0.0009136410080827773 2.5 0.030226495133951228
605.0 0.0007112521561793983 2.5 0.02666931113057475
610.0 0.0006939045269973576 2.5 0.026342067629503908
615.0 0.0006302966503426433 2.5 0.025105709516813964
620.0 0.000607166497502476 2.5 0.024640748720411804
625.0 0.000566688715480268 2.5 0.023805224541689752
630.0 0.0005493410862982273 2.5 0.02343802650178183
635.0 0.0004626030276995152 2.5 0.021508208379581856
640.0 0.00041056019836105406 2.5 0.020262285121897136
645.0 0.0003989951219409704 2.5 0.01997486225086347
650.0 0.00035273481626063585 2.5 0.018781235749029825
655.0 0.00028912691050209105 2.5 0.017003732252128975
660.0 0.00035851733991876245 2.5 0.01893455412516393
665.0 0.0003064745105803013 2.5 0.017506413412812498
670.0 0.00027177928132005036 2.5 0.01648572962656037
675.0 0.00023708405205979943 2.5 0.015397533960339216
680.0 0.0002775618340820074 2.5 0.01666018709624857
685.0 0.0001734761317493394 2.5 0.013171033814751954
690.0 0.00018504120816942304 2.5 0.013602985266823714
695.0 0.00010986821871483698 2.5 0.010481804172700279
700.0 0.00012721584062092006 2.5 0.011278999983195322
705.0 8.67380658746697e-05 2.5 0.009313327325648428
710.0 0.0001387809170410037 2.5 0.011780531271593982
715.0 6.939045852050185e-05 2.5 0.008330093548124286
720.0 9.252060408471152e-05 2.5 0.009618763126551745
725.0 1.7347614630125463e-05 2.5 0.004165046774062143
730.0 7.517299673054367e-05 2.5 0.008670236255751262
735.0 1.7347614630125463e-05 2.5 0.004165046774062143
740.0 4.626030204235576e-05 2.5 0.006801492633411857
745.0 5.78253784624394e-05 2.5 0.0076042999981878285
750.0 1.7347614630125463e-05 2.5 0.004165046774062143
755.0 2.89126892312197e-05 2.5 0.005377052094895464
760.0 5.78253775529447e-06 2.5 0.0024046907816379364
765.0 1.7347614630125463e-05 2.5 0.004165046774062143
770.0 3.4695229260250926e-05 2.5 0.005890265635796991
775.0 2.313015102117788e-05 2.5 0.004809381563275873
780.0 5.78253775529447e-06 2.5 0.0024046907816379364
785.0 2.313015102117788e-05 2.5 0.004809381563275873
790.0 1.7347614630125463e-05 2.5 0.004165046774062143
795.0 1.156507551058894e-05 2.5 0.0034007463167059285
800.0 1.156507551058894e-05 2.5 0.0034007463167059285
805.0 5.78253775529447e-06 2.5 0.0024046907816379364
810.0 5.78253775529447e-06 2.5 0.0024046907816379364
815.0 2.313015102117788e-05 2.5 0.004809381563275873
820.0 2.313015102117788e-05 2.5 0.004809381563275873
825.0 5.78253775529447e-06 2.5 0.0024046907816379364
830.0 1.156507551058894e-05 2.5 0.0034007463167059285
835.0 0.0 2.5 0.0
840.0 0.0 2.5 0.0
845.0 1.156507551058894e-05 2.5 0.0034007463167059285
850.0 1.7347614630125463e-05 2.5 0.004165046774062143
855.0 0.0 2.5 0.0
860.0 0.0 2.5 0.0
865.0 5.78253775529447e-06 2.5 0.0024046907816379364
870.0 0.0 2.5 0.0
875.0 1.7347614630125463e-05 2.5 0.004165046774062143
880.0 2.313015102117788e-05 2.5 0.004809381563275873
885.0 5.78253775529447e-06 2.5 0.0024046907816379364
890.0 5.78253775529447e-06 2.5 0.0024046907816379364
895.0 1.156507551058894e-05 2.5 0.0034007463167059285
